Frequency [Hz], Amplitude [dB], Phase [deg]
49.99999999999999, -9.766027, -92.845963
51.53612032610433, -9.244114, -95.004257
53.11943396533411, -8.464231, -90.605507
54.75139080984025, -8.290609, -91.668724
56.433485295949836, -7.831349, -93.03244
58.16725777267021, -7.535713, -93.464355
59.95429591223723, -7.259963, -93.494705
61.796236163998465, -6.728855, -93.425804
63.69476525296374, -6.408775, -93.477493
65.65162172439418, -6.097335, -93.884026
67.66859753584531, -5.726503, -93.863647
69.74753969812103, -5.340867, -94.004623
71.89035196664213, -4.875043, -94.4235
74.0989965847772, -4.489225, -94.385773
76.37549608073348, -4.078661, -94.710411
78.72193511965182, -3.685917, -95.041328
81.14046241260314, -3.267257, -95.368523
83.63329268423324, -2.859427, -95.716499
86.20270870085896, -2.441815, -96.071503
88.85106336087178, -2.015702, -96.75531
91.58078184936421, -1.475609, -97.16198
94.39436385895092, -1.01756, -97.531784
97.29438587881944, -0.360787, -98.222755
100.28350355410537, 0.242293, -98.737785
103.36445411775371, 0.974275, -99.095581
106.54005889709293, 1.659336, -99.945053
109.81322589741649, 2.325427, -100.571571
113.18695246493866, 3.116897, -101.882896
116.66432803156273, 3.963924, -103.159958
120.24853694397449, 4.857431, -104.728905
123.94286137965344, 5.85879, -106.631996
127.75068435246993, 6.911538, -109.099922
131.6754928106213, 8.109173, -112.291153
135.7208808297453, 9.470777, -116.630959
139.89055290413245, 10.976082, -122.427536
144.18832733905268, 12.630962, -130.842361
148.61813974730293, 14.331094, -143.096024
153.18404665317587, 15.962416, -168.445496
157.89022920715306, 15.656428, 170.629593
162.74099701472082, 15.007229, 154.224518
167.74079208281677, 13.575842, 141.071198
172.8941928875219, 11.842747, 131.101349
178.20591856672044, 10.272174, 123.848267
183.6808332415691, 8.834984, 118.663116
189.32395047073243, 7.557997, 115.147438
195.14043784146168, 6.389431, 112.492577
201.13562170172506, 5.416572, 109.952675
207.31499203771833, 4.479989, 108.154335
213.68420750122428, 3.550272, 106.706314
220.24910059142684, 2.797534, 105.606598
227.01568299592063, 2.080854, 104.67868
233.9901510958105, 1.372661, 103.720207
241.17889163994047, 0.713423, 103.210266
248.58848759344932, 0.111682, 102.687843
256.225724166006, -0.450316, 102.32692
264.0975950252501, -0.99942, 101.624123
272.21130870112154, -1.544601, 101.196312
280.57429518694664, -2.054194, 101.212845
289.19421274332797, -2.508326, 100.989006
298.07895491106336, -3.035302, 100.310326
307.2366577395198, -3.492493, 99.986519
316.67570723708087, -3.876694, 100.192551
326.4047470504878, -4.338646, 100.151543
336.4326863801118, -4.722369, 99.538437
346.7687081383997, -5.135596, 99.604607
357.4222773589664, -5.536708, 99.435204
368.40314986403865, -5.933449, 99.446671
379.7213811981789, -6.323236, 99.408592
391.38733583647763, -6.603711, 99.790085
403.41169667564276, -7.035918, 99.668388
415.8054748166766, -7.325879, 99.365417
428.58001964810387, -7.776528, 99.746704
441.7470292389773, -8.055964, 99.534637
455.3185610511813, -8.364739, 99.465813
469.3070429808473, -8.775507, 99.566536
483.7252847389833, -9.108763, 99.614227
498.58648958174655, -9.34832, 100.583801
513.9042664010972, -9.594775, 99.56601
529.6926421869069, -10.031404, 99.778481
545.9660748719314, -10.370794, 100.216331
562.7394665714154, -10.625711, 100.562958
580.0281772294447, -10.924001, 99.895454
597.8480386845528, -11.211797, 100.807716
616.2153691674517, -11.584631, 100.984337
635.146988244172, -11.811102, 101.706886
654.6602322182886, -12.153471, 101.327492
674.7729700063431, -12.387933, 101.214569
695.5036195009939, -12.785606, 101.827789
716.8711644368869, -12.997091, 102.443153
738.8951717746787, -13.201061, 102.856934
761.5958096191474, -13.602363, 102.316956
784.9938656877847, -13.899965, 103.389809
809.1107663467892, -14.203063, 103.619232
833.9685962318924, -14.486455, 102.6884
859.5901184719835, -14.793446, 103.78817
885.9987955340486, -15.017214, 105.108131
913.2188107085248, -15.205595, 104.604225
941.2750902547297, -15.68802, 104.312988
970.1933262266493, -15.844441, 105.989754
1000, -16.010258, 105.955101
