Frequency [Hz], Amplitude [dB], Phase [deg]
49.99999999999999, -23.080284, 147.209534
51.53612032610433, -22.295025, 147.497849
53.11943396533411, -19.943792, 160.106766
54.75139080984025, -20.058987, 156.666931
56.433485295949836, -19.263937, 151.682404
58.16725777267021, -18.916147, 150.461029
59.95429591223723, -18.495235, 151.147659
61.796236163998465, -17.480474, 147.775696
63.69476525296374, -16.937197, 147.25322
65.65162172439418, -16.57465, 147.233643
67.66859753584531, -15.900001, 146.119324
69.74753969812103, -15.331013, 144.953018
71.89035196664213, -14.818553, 142.542542
74.0989965847772, -14.112077, 141.598953
76.37549608073348, -13.607031, 140.104614
78.72193511965182, -13.213985, 138.895477
81.14046241260314, -12.7222, 137.316177
83.63329268423324, -12.424549, 135.701401
86.20270870085896, -11.790083, 133.893814
88.85106336087178, -11.362134, 131.933228
91.58078184936421, -10.634164, 129.227798
94.39436385895092, -9.447356, 127.930305
97.29438587881944, -9.416057, 125.686218
100.28350355410537, -8.905333, 122.745811
103.36445411775371, -8.31701, 122.258148
106.54005889709293, -7.81451, 119.454422
109.81322589741649, -6.292815, 117.413277
113.18695246493866, -5.680821, 115.132622
116.66432803156273, -5.211974, 112.447823
120.24853694397449, -4.787664, 109.435059
123.94286137965344, -4.39694, 106.749947
127.75068435246993, -4.006528, 103.646362
131.6754928106213, -3.763917, 100.633125
135.7208808297453, -3.523946, 97.486816
139.89055290413245, -3.496544, 93.801163
144.18832733905268, -3.401957, 90.392433
148.61813974730293, -3.133, 87.372017
153.18404665317587, -2.970933, 83.747147
157.89022920715306, -2.657233, 81.688873
162.74099701472082, -2.435492, 78.307587
167.74079208281677, -2.299255, 74.872177
172.8941928875219, -2.179336, 71.948601
178.20591856672044, -1.835574, 69.27771
183.6808332415691, -2.017811, 66.231758
189.32395047073243, -1.679856, 63.573845
195.14043784146168, -1.52569, 60.966747
201.13562170172506, -1.539153, 58.1754
207.31499203771833, -1.449031, 55.812233
213.68420750122428, -1.365915, 53.514061
220.24910059142684, -1.400055, 51.03548
227.01568299592063, -1.329927, 48.996773
233.9901510958105, -1.416066, 46.56852
241.17889163994047, -1.424166, 44.529984
248.58848759344932, -1.455899, 42.766136
256.225724166006, -1.503806, 40.568802
264.0975950252501, -1.405574, 38.977501
272.21130870112154, -1.458417, 37.208893
280.57429518694664, -1.5456, 35.448326
289.19421274332797, -1.46931, 34.082924
298.07895491106336, -1.518753, 32.483265
307.2366577395198, -1.552238, 31.093201
316.67570723708087, -1.684754, 29.381289
326.4047470504878, -1.672688, 28.080383
336.4326863801118, -1.619864, 27.163052
346.7687081383997, -1.672625, 25.935909
357.4222773589664, -1.730019, 24.57136
368.40314986403865, -1.925517, 23.139349
379.7213811981789, -1.787362, 22.338367
391.38733583647763, -1.986986, 21.108919
403.41169667564276, -2.065683, 20.01659
415.8054748166766, -2.46909, 18.586878
428.58001964810387, -2.571736, 17.314434
441.7470292389773, -2.286448, 16.526039
455.3185610511813, -2.159927, 15.826695
469.3070429808473, -2.252028, 14.753694
483.7252847389833, -2.112969, 14.581287
498.58648958174655, -2.151873, 13.702907
513.9042664010972, -2.32789, 12.309873
529.6926421869069, -2.474867, 11.1256
545.9660748719314, -2.373169, 10.751933
562.7394665714154, -2.293976, 10.423005
580.0281772294447, -2.525718, 8.785759
597.8480386845528, -2.478744, 8.420342
616.2153691674517, -2.509022, 7.620763
635.146988244172, -2.695818, 6.350451
654.6602322182886, -2.720506, 5.625207
674.7729700063431, -2.728424, 5.01801
695.5036195009939, -2.816967, 4.157833
716.8711644368869, -2.851962, 3.303134
738.8951717746787, -2.82943, 2.932992
761.5958096191474, -2.920744, 2.054241
784.9938656877847, -2.913047, 1.438476
809.1107663467892, -2.954381, 0.90847
833.9685962318924, -2.968291, 0.3414
859.5901184719835, -3.002206, -0.448293
885.9987955340486, -3.063764, -0.985144
913.2188107085248, -3.063107, -1.509772
941.2750902547297, -3.106779, -2.075203
970.1933262266493, -3.183021, -3.057616
1000, -3.21654, -3.423687
