Frequency [Hz], Amplitude [dB], Phase [deg]
49.99999999999999, -0.178488, 178.105988
51.53612032610433, -0.171867, 177.215332
53.11943396533411, 0.100262, 177.915359
54.75139080984025, 0.021478, 177.76207
56.433485295949836, 0.001134, 177.164383
58.16725777267021, -0.030054, 177.123123
59.95429591223723, -0.031681, 177.281326
61.796236163998465, -0.00952, 176.669952
63.69476525296374, -0.005652, 176.600204
65.65162172439418, -0.014956, 176.733459
67.66859753584531, -0.009604, 176.599762
69.74753969812103, 0.006669, 176.424011
71.89035196664213, -0.031528, 176.153915
74.0989965847772, -0.00645, 175.901688
76.37549608073348, -0.028176, 175.730057
78.72193511965182, -0.015062, 175.706009
81.14046241260314, -0.01653, 175.47699
83.63329268423324, -0.006637, 175.247299
86.20270870085896, -0.048035, 174.96907
88.85106336087178, -0.020579, 174.827118
91.58078184936421, -0.058509, 174.60614
94.39436385895092, -0.024241, 174.392258
97.29438587881944, -0.101961, 173.863937
100.28350355410537, -0.060115, 173.787964
103.36445411775371, -0.108897, 172.624313
106.54005889709293, -0.10042, 172.490738
109.81322589741649, -0.084164, 171.611832
113.18695246493866, -0.094138, 170.956985
116.66432803156273, -0.121587, 170.279633
120.24853694397449, -0.14473, 169.214523
123.94286137965344, -0.199883, 168.083405
127.75068435246993, -0.245181, 166.432266
131.6754928106213, -0.321181, 164.510895
135.7208808297453, -0.412687, 161.935822
139.89055290413245, -0.653669, 158.248657
144.18832733905268, -1.017297, 153.147308
148.61813974730293, -8.594609, -159.62291
153.18404665317587, -3.724237, -140.912582
157.89022920715306, -2.77337, -142.570694
162.74099701472082, -2.236863, -144.238266
167.74079208281677, -1.8781, -146.49231
172.8941928875219, -1.464531, -150.442017
178.20591856672044, -0.939909, -157.011322
183.6808332415691, -0.575931, -161.533752
189.32395047073243, -0.366375, -165.107803
195.14043784146168, -0.291017, -167.438065
201.13562170172506, -0.226868, -169.21051
207.31499203771833, -0.181953, -170.456985
213.68420750122428, -0.152958, -172.070358
220.24910059142684, -0.132722, -172.967758
227.01568299592063, -0.156588, -173.703171
233.9901510958105, -0.128844, -174.325577
241.17889163994047, -0.115617, -174.797913
248.58848759344932, -0.110786, -175.469101
256.225724166006, -0.085029, -175.931763
264.0975950252501, -0.09228, -176.273361
272.21130870112154, -0.084749, -176.740738
280.57429518694664, -0.089849, -177.080536
289.19421274332797, -0.113598, -177.400711
298.07895491106336, -0.088982, -177.656174
307.2366577395198, -0.084436, -177.96228
316.67570723708087, -0.119899, -178.261459
326.4047470504878, -0.128537, -178.578323
336.4326863801118, -0.108067, -178.778961
346.7687081383997, -0.119925, -179.023361
357.4222773589664, -0.107812, -179.042511
368.40314986403865, -0.106222, -179.395111
379.7213811981789, -0.135944, -179.646805
391.38733583647763, -0.136166, -179.657272
403.41169667564276, -0.140157, -179.819214
415.8054748166766, -0.12984, 179.832809
428.58001964810387, -0.16671, 179.597076
441.7470292389773, -0.175383, 179.640488
455.3185610511813, -0.186217, 179.420486
469.3070429808473, -0.201123, 179.350983
483.7252847389833, -0.180905, 179.014786
498.58648958174655, -0.201269, 178.912125
513.9042664010972, -0.201173, 178.938919
529.6926421869069, -0.204832, 178.829697
545.9660748719314, -0.214515, 178.562408
562.7394665714154, -0.249398, 178.482819
580.0281772294447, -0.248764, 178.367462
597.8480386845528, -0.255753, 178.227219
616.2153691674517, -0.272005, 178.170502
635.146988244172, -0.307637, 178.04689
654.6602322182886, -0.299996, 177.850311
674.7729700063431, -0.316348, 177.853943
695.5036195009939, -0.325075, 177.674744
716.8711644368869, -0.341838, 177.616791
738.8951717746787, -0.369072, 177.581039
761.5958096191474, -0.380047, 177.44809
784.9938656877847, -0.398639, 177.264816
809.1107663467892, -0.405611, 177.079361
833.9685962318924, -0.414684, 177.183029
859.5901184719835, -0.441814, 177.098953
885.9987955340486, -0.452625, 176.936844
913.2188107085248, -0.476438, 176.924896
941.2750902547297, -0.485663, 176.836472
970.1933262266493, -0.533841, 176.731903
1000, -0.530902, 176.829239
